student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S12098,20,Male,3.4,2.5,3.4,No,100.0,8.3,Poor,5,High School,Average,7,No,76.9
S10907,23,Male,5.4,2.0,0.1,No,78.4,6.2,Fair,0,High School,Good,3,No,87.6
S07595,22,Female,2.3,3.1,1.5,No,88.3,6.6,Good,0,Bachelor,Good,5,No,54.9
S18495,21,Male,4.4,4.3,2.3,Yes,61.1,9.2,Good,2,High School,Poor,7,No,67.3
S06055,24,Male,2.6,4.1,1.3,Yes,90.0,7.3,Good,2,High School,Poor,10,No,70.3
S19572,17,Male,5.6,4.9,1.9,No,98.8,6.8,Poor,0,,Good,6,No,80.6
S16591,20,Female,5.2,2.9,0.1,No,89.7,6.3,Fair,3,High School,Average,4,No,92.7
S01351,21,Female,2.7,3.1,2.2,No,84.6,7.6,Good,2,High School,Average,4,No,66.5
S11673,23,Other,1.4,2.7,1.7,No,82.1,6.1,Good,3,High School,Poor,4,Yes,45.0
S01164,18,Female,5.0,3.6,2.7,No,88.2,6.7,Fair,5,High School,Poor,10,No,92.5
S14919,21,Male,3.7,0.0,1.5,No,91.4,8.3,Fair,5,Bachelor,Good,1,No,68.0
S07582,20,Female,4.5,2.9,1.6,No,77.3,6.7,Fair,3,Master,Average,7,No,73.5
S16553,17,Other,4.1,2.8,2.9,No,71.6,6.7,Poor,0,Bachelor,Average,4,No,71.6
S02521,19,Female,4.1,1.6,2.6,No,86.4,6.0,Good,2,,Good,5,No,80.8
S08774,19,Other,2.5,1.3,1.0,No,81.9,6.0,Good,1,High School,Good,5,No,51.4
S17863,22,Male,2.2,2.4,2.4,Yes,90.2,5.4,Fair,2,Bachelor,Average,3,No,55.3
S00443,18,Female,4.5,1.6,1.7,No,82.5,6.8,Fair,6,High School,Average,8,No,88.8
S18800,23,Male,3.5,3.0,1.1,Yes,72.6,6.9,Fair,2,Master,Good,6,No,75.5
S03154,20,Male,2.0,2.6,3.3,No,81.5,5.8,Good,0,,Good,9,Yes,40.3
S11866,17,Female,2.4,4.1,3.2,No,80.6,5.2,Fair,3,Master,Good,9,Yes,59.4
S01364,21,Male,3.4,0.5,0.9,No,86.6,5.8,Good,2,Bachelor,Good,5,Yes,67.8
S06466,21,Male,2.5,2.8,1.0,No,67.5,6.0,Fair,6,Bachelor,Good,8,No,62.2
S09315,19,Female,6.8,0.9,1.8,Yes,80.2,6.8,Good,0,Bachelor,Good,4,No,100.0
S01426,24,Male,3.3,1.7,1.1,No,73.7,6.9,Fair,4,Bachelor,Good,3,No,62.8
S12986,22,Female,4.2,2.1,2.3,Yes,93.8,5.0,Fair,1,,Good,7,Yes,76.7
S10412,18,Female,1.2,3.2,0.0,No,75.8,7.0,Good,1,Bachelor,Good,4,No,44.3
S06749,17,Female,3.9,4.8,1.9,No,89.1,6.9,Good,6,Master,Good,8,No,74.9
S09277,18,Female,2.3,3.6,2.3,No,82.0,4.9,Good,4,Bachelor,Poor,8,No,63.7
S07484,19,Male,5.1,2.5,3.3,No,91.1,4.9,Good,3,High School,Good,6,No,76.9
S07751,22,Male,5.9,4.9,0.9,No,78.0,5.9,Fair,5,Bachelor,Average,7,No,100.0
S06842,20,Other,4.0,3.3,2.9,No,82.8,7.7,Fair,4,Bachelor,Average,9,Yes,78.0
S05033,24,Male,3.2,3.5,0.3,No,79.7,5.1,Good,1,Bachelor,Average,9,No,71.6
S18901,24,Other,4.1,2.9,0.7,No,89.3,8.1,Good,6,High School,Good,10,No,89.3
S14359,23,Male,0.0,2.9,2.8,No,75.0,5.3,Good,3,High School,Good,1,No,29.3
S03025,19,Female,1.8,3.2,1.5,No,70.3,6.7,Fair,1,Master,Good,1,No,49.8
S03063,19,Male,4.4,3.9,0.7,No,91.7,6.6,Fair,3,Bachelor,Good,7,No,80.5
S07300,21,Male,4.0,3.4,2.4,No,68.3,6.4,Poor,4,,Good,8,Yes,70.9
S73051,,,,,,,,,,,,,,,
S12221,22,Male,3.2,4.9,2.3,No,91.8,7.1,Good,0,High School,Average,9,No,58.6
S04760,17,Female,1.4,2.4,2.7,No,82.9,4.9,Good,2,Bachelor,Average,6,Yes,43.4
S00523,19,Female,3.5,2.9,3.8,No,81.0,6.8,Fair,2,Bachelor,Poor,3,No,69.8
S07187,23,Female,4.1,2.1,2.4,No,88.3,7.0,Good,1,Bachelor,Good,3,Yes,60.9
S14163,20,Female,3.9,3.0,2.6,Yes,73.0,5.0,Good,5,Master,Good,3,Yes,67.2
S16514,18,Male,2.7,1.4,1.9,Yes,67.0,6.1,Good,6,Master,Average,3,Yes,54.5
S16793,22,Female,4.2,1.4,3.6,Yes,81.6,5.1,Poor,3,High School,Good,6,Yes,75.0
S19749,20,Female,3.1,0.7,0.1,No,100.0,7.8,Fair,3,,Good,10,No,78.0
S03239,19,Female,2.2,0.8,3.0,No,77.6,5.8,Good,1,High School,Good,6,No,50.0
S16336,20,Female,6.7,2.5,0.1,Yes,89.3,6.6,Fair,3,Master,Poor,5,No,100.0
S15003,17,Female,5.6,4.8,2.0,No,61.4,7.5,Good,1,Master,Good,7,No,85.7
S02519,17,Female,4.6,4.2,0.6,No,74.0,6.5,Fair,0,High School,Poor,4,No,69.6
S09297,21,Male,2.2,1.4,2.7,Yes,84.3,6.7,Fair,4,Master,Good,5,No,56.0
S08841,21,Male,3.9,2.2,0.0,No,85.8,5.2,Fair,3,Bachelor,Good,5,Yes,78.4
S18032,20,Female,1.3,2.4,2.5,No,83.7,7.4,Good,4,Bachelor,Good,6,Yes,57.4
S81256,24,F,4.6,0.9,2.6,n,98.5,5.2,POOR,6,high school,GOOD,2,yes/no,73.1
S92503,24,Female,7.2,,3.4,,66.1,,Fair,0,Bachelor,Average,9,,91.7
S14991,22,Male,5.6,3.1,0.3,Yes,82.2,5.9,Good,4,Master,Average,1,Yes,85.9
S03887,24,Male,1.4,3.5,2.6,No,75.5,7.4,Fair,6,,Average,10,No,62.9
S10350,22,Male,5.5,3.6,1.7,Yes,80.6,7.7,Fair,3,High School,Average,3,No,75.8
S11674,22,Male,2.9,2.6,1.1,No,73.8,6.3,Good,4,Master,Good,8,No,68.3
S07811,24,Female,3.5,3.2,0.3,Yes,74.4,4.8,Good,2,High School,Good,6,No,71.0
S16923,23,Female,3.6,3.8,2.1,No,76.7,6.2,Good,2,High School,Average,4,No,58.5
S02628,22,Female,3.2,2.9,3.6,No,94.2,5.5,Poor,0,,Good,6,No,69.8
S17565,20,Female,2.9,1.4,1.5,No,82.7,5.9,Fair,3,Bachelor,Good,3,No,58.6
S04866,20,Male,4.2,1.8,2.3,Yes,67.5,4.8,Good,4,,Poor,4,No,70.4
S75608,999,1,999,5.8,-5,YES,999,48,POOR,,?,,-5,YES,-100
S16306,19,Male,5.1,3.7,1.9,No,88.5,7.2,Good,5,Bachelor,Good,7,Yes,100.0
S13534,18,Male,2.4,1.1,2.0,No,89.9,7.7,Fair,6,Bachelor,Poor,7,No,72.4
S11568,22,Female,2.4,1.4,2.5,No,81.1,6.4,Good,3,Bachelor,Average,6,Yes,62.7
S17490,24,Male,4.3,2.8,2.3,No,97.8,8.1,Good,2,,Good,3,No,72.3
S10023,18,Male,4.1,3.2,1.6,No,76.6,8.7,Fair,3,Bachelor,Good,2,No,75.7
S70838,24,man,1.3,4.2,0.7,y,87.1,7.9,,5,illiterate,medium,2,maybe,66.1
S10558,21,Female,3.7,4.4,2.2,No,89.3,5.1,Fair,4,High School,Average,8,No,68.4
S15043,22,Female,3.7,2.2,1.1,No,78.6,7.8,Good,1,High School,Good,7,No,68.7
S16796,24,Male,5.1,4.0,0.7,Yes,88.8,9.4,Fair,6,High School,Good,4,No,81.3
S00699,20,Female,5.3,1.7,1.1,No,58.4,7.8,Good,6,Master,Poor,4,No,93.7
S10751,22,Male,1.3,2.5,1.5,Yes,66.3,5.9,Fair,0,High School,Average,4,No,45.5
S15024,22,Male,2.4,3.9,2.4,No,61.8,7.4,Good,5,Bachelor,Average,6,Yes,58.0
S18675,20,Male,2.1,0.8,3.0,No,78.1,7.0,Fair,5,Bachelor,Good,10,No,68.0
S08003,21,Female,4.1,3.8,1.1,No,84.1,4.7,Fair,2,,Poor,3,No,67.6
S15254,18,Male,3.5,1.8,1.8,No,76.7,7.4,Fair,1,Bachelor,Poor,1,No,58.8
S03545,19,Male,6.8,3.4,0.8,No,85.2,6.8,Good,1,Master,Poor,8,No,100.0
S08874,21,Female,3.8,2.7,2.0,No,77.2,7.0,Good,5,Bachelor,Good,9,No,75.8
S08519,22,Male,4.8,1.7,1.2,No,93.1,6.4,Fair,1,High School,Good,3,No,84.3
S12391,17,Male,5.1,1.8,3.7,No,100.0,7.2,Good,0,High School,Average,3,No,67.9
S02405,21,Male,2.4,3.7,2.0,No,97.3,5.7,Fair,5,Bachelor,Average,10,Yes,62.9
S11170,20,Male,3.8,0.4,2.5,No,87.8,7.5,Poor,5,Bachelor,Poor,7,Yes,78.4
S04140,23,Female,3.1,3.8,3.8,Yes,88.6,6.3,Good,2,High School,Average,8,Yes,65.9
S03486,19,Male,1.1,2.5,2.2,Yes,69.6,7.5,Poor,3,Bachelor,Average,6,No,44.6
S05913,20,Male,3.6,0.0,2.3,No,89.4,6.9,Fair,4,High School,Good,10,Yes,83.1
S11738,23,Female,2.6,3.3,1.1,No,84.8,5.6,Good,0,Bachelor,Good,5,No,60.5
S86645,19,Male,-6.2,-11.1,-1.8,Yes,78.0,-5.8,Poor,5,High School,Average,6,No,90.2
S96637,,,,,,,,,,,,,,,
S17098,21,Male,3.4,2.5,0.2,No,93.7,5.5,Poor,6,Master,Good,3,No,62.4
S12089,23,Male,5.1,2.9,2.0,No,57.4,5.1,Fair,2,Bachelor,Good,1,No,74.7
S03785,21,Female,3.3,1.0,2.1,Yes,81.7,6.6,Good,2,High School,Good,4,No,61.9
S12466,21,Female,5.5,3.1,3.6,No,76.4,4.6,Fair,2,Bachelor,Average,8,No,79.3
S11095,19,Female,3.2,1.8,3.6,No,88.7,4.0,Fair,1,Bachelor,Average,1,No,49.4
S17845,21,Female,5.0,1.6,1.1,No,93.8,6.2,Fair,2,Bachelor,Good,7,No,95.7
S04041,24,Male,4.4,2.7,0.8,No,90.9,6.4,Fair,0,Bachelor,Average,3,No,78.0
S13839,24,Male,3.5,0.9,0.9,No,87.5,8.1,Fair,3,Bachelor,Poor,10,No,78.4
S19067,21,Male,3.2,3.8,2.6,Yes,100.0,6.1,Fair,2,Bachelor,Average,2,No,51.8
S12382,20,Female,4.1,5.2,1.1,No,65.8,6.2,Fair,0,High School,Good,10,No,79.4
S08001,23,Male,3.3,2.3,1.5,No,91.5,7.5,Fair,1,Master,Poor,5,No,64.1
S12795,23,Female,4.7,0.8,1.6,No,84.9,4.5,Good,2,,Poor,7,No,83.3
S07545,20,Female,3.5,2.5,3.1,Yes,89.1,7.2,Good,1,Master,Average,9,No,72.2
S06718,19,Female,2.5,1.9,3.8,Yes,84.4,5.8,Fair,3,High School,Poor,1,Yes,46.9
S15950,21,Male,4.8,3.5,1.2,No,56.0,7.6,Good,5,High School,Average,4,No,66.6
S06634,21,Male,3.9,2.4,2.7,Yes,83.7,7.5,Poor,3,High School,Average,9,Yes,64.6
S03584,20,Male,1.9,2.8,2.0,No,83.4,7.2,Good,1,Bachelor,Good,2,No,45.2
S02138,24,Male,4.6,2.8,1.8,Yes,84.6,7.1,Poor,3,High School,Average,1,No,63.3
S01569,17,Female,2.6,1.6,1.6,Yes,85.3,6.1,Poor,5,High School,Good,7,No,62.4
S08677,24,Male,4.8,1.6,2.1,No,94.5,7.2,Good,1,,Good,6,No,91.1
S00151,19,Female,3.7,2.0,1.9,No,89.1,6.5,Good,3,High School,Average,3,No,68.8
S99440,23,Male,6.7,0.4,2.0,Yes,88.1,8.6,Good,5,Master,Average,10,No,101
S00113,24,Male,3.3,2.7,3.1,No,76.5,6.9,Fair,2,Bachelor,Average,6,Yes,57.7
S00468,21,Male,2.9,2.3,1.4,Yes,71.3,5.6,Good,4,Bachelor,Average,6,Yes,53.5
S79694,0,Female,9999,-10,2.5,No,-100,-5,Fair,-10,Master,Poor,99,Yes,999
S13793,19,Male,1.6,2.9,0.7,No,84.4,5.6,Good,4,Master,Good,5,Yes,43.3
S17792,17,Male,3.7,2.9,0.0,No,85.6,5.4,Poor,2,Bachelor,Average,8,No,69.9
S04570,23,Male,2.6,3.6,1.6,No,83.4,6.7,Good,2,Master,Average,4,No,69.0
S16059,24,Other,2.1,4.3,0.3,Yes,75.0,7.2,Poor,1,Bachelor,Good,7,Yes,70.7
S15308,18,Male,5.2,0.9,1.7,No,92.1,6.3,Good,1,Bachelor,Good,8,Yes,93.8
S05569,17,Other,3.5,3.1,0.8,No,90.1,4.9,Fair,4,High School,Average,6,No,75.3
S14750,21,Female,5.8,4.8,1.3,No,61.7,6.8,Fair,2,Bachelor,Good,3,Yes,73.6
S13843,22,Female,3.4,3.0,0.9,No,75.5,7.7,Fair,3,Bachelor,Good,3,No,62.4
S13639,21,Female,2.2,1.0,3.8,No,81.6,6.4,Good,3,Master,Good,6,No,47.0
S05972,19,Male,4.7,3.8,1.6,No,85.3,6.0,Fair,5,Master,Average,7,No,79.8
S07485,24,Male,5.1,0.2,2.6,No,90.1,4.0,Poor,3,High School,Average,4,No,82.8
INVALID,150,,,4.5,error,NO,full,,1,daily,PHD,5G,15,,200
S17264,21,Female,6.0,3.5,5.0,No,83.3,7.6,Fair,6,High School,Poor,6,No,77.7
S02200,22,Female,4.0,2.9,0.0,No,69.4,5.7,Fair,2,Bachelor,Good,2,No,62.9
S15708,17,Male,3.9,3.3,1.2,No,89.3,10.0,Fair,5,Master,Average,4,No,69.0
S17957,22,Male,5.7,1.8,0.7,No,79.1,5.0,Fair,0,Bachelor,Average,6,No,95.7
S15108,21,Female,3.9,2.9,3.5,No,95.2,5.5,Good,2,Bachelor,Good,3,No,66.0
S69810,20,Other,4.1,6.4,2.3,No,77.0,4.7,Good,4,Master,Good,3,Yes,-50
S81837,23,Female,4.6,5.3,0.1,Yes,88.3,6.8,Poor,1,Bachelor,Good,1,Yes,-1
S03934,20,Male,4.4,2.3,1.9,No,85.9,6.2,Fair,0,Master,Average,10,No,77.8
S02486,18,Female,3.6,3.3,3.3,No,98.2,6.1,Fair,1,,Good,4,Yes,65.6
S12804,20,Female,3.4,3.0,2.8,No,100.0,5.7,Good,0,Bachelor,Average,1,Yes,60.5
S15101,22,Female,2.7,2.9,0.0,No,69.8,6.4,Good,1,High School,Average,9,No,64.1
S11968,18,Male,4.2,1.2,0.4,Yes,89.0,6.0,Fair,6,,Good,4,No,85.9
S18223,20,Female,5.2,3.1,3.7,Yes,98.1,8.0,Fair,4,Bachelor,Good,9,No,98.8
S12835,19,Male,4.4,3.6,2.1,No,85.3,8.0,Fair,5,Bachelor,Average,8,No,83.6
S03540,24,Female,2.2,1.0,2.7,No,99.1,6.2,Fair,4,Bachelor,Good,7,No,62.3
S06895,21,Female,4.1,2.2,1.6,No,76.5,8.9,Good,3,High School,Good,7,No,84.4
S10198,20,Female,3.8,2.4,0.0,No,100.0,8.4,Fair,1,Bachelor,Good,3,No,84.2
S18765,24,Male,5.0,3.2,1.6,Yes,100.0,7.9,Good,1,Bachelor,Average,5,No,87.4
S12158,20,Male,4.2,1.7,0.9,No,84.8,6.0,Good,0,Bachelor,Good,9,Yes,88.4
S19699,18,Female,3.0,1.6,1.8,No,82.0,5.3,Good,1,Bachelor,Good,4,No,76.0
S11653,20,Male,3.9,4.0,1.2,No,78.6,8.5,Fair,1,High School,Good,7,No,75.1
S13608,21,Male,4.9,1.4,1.8,No,72.1,7.9,Good,1,High School,Poor,9,No,84.9
S16685,18,Female,5.8,0.8,0.7,Yes,86.1,8.6,Good,4,Bachelor,Average,6,No,100.0
S15072,20,Male,3.5,2.0,2.8,Yes,67.9,4.7,Good,2,High School,Average,7,No,67.3
S83521,22,Other,6.0,5.8,1.3,Yes,85.5,4.2,Poor,1,Master,Average,4,No,101
S15265,22,Other,3.7,1.0,2.0,No,72.5,8.5,Fair,3,High School,Good,5,Yes,72.9
S12684,20,Female,2.7,2.8,1.5,No,66.4,8.3,Good,2,,Good,7,Yes,70.3
S02853,22,Male,3.8,1.8,4.1,No,74.0,8.1,Fair,4,High School,Good,8,No,69.1
S07521,23,Male,0.9,3.3,1.9,No,78.3,7.3,Poor,1,High School,Good,7,No,47.6
S09861,23,Male,2.3,1.4,0.9,No,64.5,3.5,Fair,0,Master,Average,1,No,45.3
S19728,22,Male,3.7,3.1,2.3,No,89.2,7.2,Good,2,Bachelor,Average,4,No,62.8
S12544,24,Male,5.3,3.2,4.0,No,86.0,6.7,Poor,5,Bachelor,Average,10,No,78.3
S10401,24,Male,3.8,5.1,1.3,No,74.3,5.5,Poor,5,,Good,5,Yes,69.4
S09833,18,Male,5.2,2.5,1.4,No,93.2,7.9,Poor,1,Bachelor,Good,2,Yes,94.0
S08748,20,Male,2.6,1.1,3.9,No,79.7,5.7,Good,3,Master,Good,6,Yes,53.7
S14286,21,Female,3.3,1.3,1.2,No,100.0,6.8,Good,5,Bachelor,Average,8,No,82.5
S00145,20,Female,2.6,0.9,3.6,No,92.9,5.6,Fair,6,High School,Good,8,No,64.9
S14354,19,Male,3.0,2.0,1.5,No,72.8,6.7,Fair,6,High School,Average,3,Yes,65.5
S03889,22,Female,1.3,3.4,1.5,No,66.0,6.4,Good,3,Bachelor,Good,4,No,46.6
S16873,17,Male,4.2,1.6,1.9,No,87.5,6.6,Fair,5,High School,Good,7,Yes,88.7
S15772,19,Male,3.7,2.5,1.7,No,84.1,5.1,Fair,2,High School,Average,2,No,64.8
S07592,19,Male,4.4,1.8,0.7,No,91.9,5.1,Fair,2,,Good,6,Yes,80.5
S16436,20,Female,3.5,1.3,0.1,No,78.1,6.8,Fair,1,Bachelor,Good,6,Yes,65.1
S15183,19,Male,4.3,1.6,1.8,No,80.3,4.9,Fair,2,High School,Poor,5,Yes,59.0
S05919,20,Male,4.9,3.7,2.5,Yes,97.4,5.0,Poor,6,,Average,8,No,89.0
S14569,22,Male,7.4,3.2,3.6,No,92.1,5.4,Poor,0,Master,Average,3,No,88.0
S11586,21,Other,3.5,2.2,1.8,Yes,88.6,6.1,Poor,6,High School,Poor,9,No,87.5
S13344,17,Male,4.5,2.5,3.0,Yes,73.3,7.9,Good,4,Bachelor,Average,6,Yes,76.4
S03972,21,Male,2.9,2.6,0.0,No,90.0,6.6,Good,5,Bachelor,Good,7,No,68.9
S14873,22,Male,4.4,1.6,2.6,No,70.7,5.2,Fair,4,Master,Poor,1,No,67.2
S10038,20,Female,4.2,2.3,1.8,No,81.3,7.0,Fair,4,High School,Average,4,No,77.7
S57995,unknown,non-binary,,xyz123,abc,part time,---,,moderate,inf,BACHELOR,average quality,MISSING,sometimes,-inf
S15117,20,Female,3.9,2.5,3.2,No,96.6,4.6,Poor,0,High School,Poor,7,No,70.6
S18749,19,Female,4.6,2.5,0.0,No,82.1,7.4,Fair,5,Bachelor,Average,9,Yes,92.9
S13560,23,Female,3.1,2.3,2.3,No,100.0,5.1,Good,6,Master,Poor,6,Yes,78.8
S06523,22,Female,5.4,3.2,2.5,Yes,72.6,8.1,Good,6,High School,Average,2,Yes,72.7
S17599,22,Female,6.3,2.5,3.4,No,84.3,5.9,Good,2,High School,Average,4,No,85.6
S15439,24,Female,3.1,2.0,1.5,No,78.8,6.7,Poor,6,High School,Good,1,No,62.3
S00218,23,Female,2.0,1.2,2.9,No,99.5,6.4,Fair,3,High School,Good,6,No,57.7
S08492,20,Female,0.5,1.3,1.0,Yes,84.9,6.8,Good,4,Master,Poor,10,Yes,60.4
S19532,24,Female,3.5,2.1,0.9,Yes,74.0,5.8,Fair,3,Bachelor,Average,10,Yes,75.7
S12055,21,Male,0.8,1.9,1.3,No,89.2,5.3,Fair,6,Bachelor,Good,10,Yes,41.4
S05055,22,Male,2.7,2.9,2.0,Yes,88.4,4.3,Good,3,Master,Average,7,No,62.7
S16856,21,Male,5.0,1.9,2.4,No,78.9,4.8,Poor,4,High School,Average,8,No,75.0
S02417,18,Female,5.2,2.0,2.1,No,78.1,7.6,Good,2,High School,Good,10,No,81.2
S19077,20,Male,6.1,2.9,1.0,No,82.7,5.6,Fair,3,Master,Average,4,Yes,87.7
S13546,20,Male,0.4,3.0,1.6,No,76.4,8.5,Fair,2,High School,Good,8,No,44.6
S18310,20,Female,2.8,1.9,0.9,No,90.4,8.1,Poor,1,Bachelor,Good,3,Yes,56.3
S17920,20,Female,4.4,2.3,2.3,No,71.4,4.8,Fair,3,High School,Good,4,No,76.7
S16026,23,Female,4.4,3.3,2.9,Yes,74.4,6.8,Good,1,High School,Good,3,Yes,57.4
S06577,23,Male,5.3,1.5,0.0,Yes,81.1,4.9,Fair,4,High School,Good,7,Yes,97.1
S12497,21,Other,4.5,1.9,1.8,No,74.3,6.8,Good,5,Bachelor,Average,5,No,81.3
S01819,21,Male,5.3,0.7,2.3,No,83.7,7.1,Poor,2,Bachelor,Poor,3,Yes,90.9
S02368,18,Male,4.8,3.5,3.2,No,92.5,6.8,Good,2,Bachelor,Average,4,Yes,75.4
S15199,20,Female,2.8,2.8,2.5,No,84.5,5.2,Fair,1,Bachelor,Average,9,Yes,55.7
S18768,20,Female,6.1,1.8,1.7,No,85.4,6.2,Good,5,Master,Average,1,Yes,82.0
S05605,20,Female,4.9,1.6,2.3,No,91.9,4.4,Good,2,High School,Good,8,Yes,81.7
S37527,18,Other,0.0,7.2,5.4,Yes,56.0,3.2,Poor,0,High School,Poor,1,No,97.6
S14088,24,Female,6.4,2.8,2.6,Yes,88.8,8.1,Fair,4,High School,Good,6,No,100.0
S13486,21,Male,3.7,1.2,2.1,No,82.6,7.0,Fair,4,High School,Poor,3,No,72.2
S75766, ,Prefer not to say,---,undefined,TBD,NO,??,unknown,2,abc,10th grade,medium, ,NO,!@#$
S08206,20,Male,4.3,0.5,4.2,No,100.0,8.2,Poor,3,Bachelor,Average,4,No,82.3
S08075,21,Female,4.4,2.1,1.6,No,100.0,8.8,Good,0,High School,Good,6,Yes,82.9
S02035,23,Female,1.8,0.9,2.3,No,79.5,6.3,Poor,2,High School,Good,10,No,61.2
S14341,17,Female,1.9,2.5,1.4,No,86.7,3.2,Fair,6,Bachelor,Average,7,No,61.3
S10974,23,Female,2.9,2.4,1.0,No,74.0,7.6,Fair,5,High School,Good,8,No,77.8
S17302,21,Female,3.6,1.9,0.8,No,80.9,5.8,Good,1,Bachelor,Good,4,Yes,66.9
S11849,19,Male,4.4,2.8,2.4,No,83.7,5.6,Good,1,Bachelor,Good,10,Yes,81.4
S10194,21,Male,1.8,1.1,1.1,No,77.4,6.2,Fair,0,Master,Good,8,No,54.6
S15563,24,Female,2.3,5.2,1.2,Yes,83.4,7.6,Fair,3,High School,Good,2,Yes,39.7
S19797,23,Male,5.1,0.8,2.1,No,84.0,8.8,Good,4,Master,Good,3,No,90.7
S17983,20,Female,2.6,1.2,3.3,No,100.0,8.3,Good,2,High School,Good,8,No,58.4
S01172,18,Male,5.0,3.0,0.2,No,84.1,5.7,Fair,4,Bachelor,Average,3,No,78.8
S12643,21,Female,3.3,1.9,0.2,No,77.1,8.2,Fair,3,High School,Good,4,Yes,67.3
S04416,21,Male,0.3,3.0,2.3,No,67.6,7.8,Good,6,High School,Good,5,No,34.9
S15219,17,Female,4.1,0.6,2.5,No,76.5,5.9,Fair,4,Bachelor,Average,4,Yes,74.6
S11934,23,Female,3.9,2.7,1.3,Yes,69.6,7.9,Fair,6,High School,Average,3,Yes,78.5
S79245,19,Other,7.1,2.7,4.9,Yes,67.0,6.9,Good,4,Master,Poor,6,No,999
S11515,20,Other,1.4,0.0,2.6,No,82.3,5.8,Fair,5,High School,Average,6,No,45.9
S15730,21,Female,3.8,0.0,0.2,No,84.1,5.7,Good,3,High School,Average,10,Yes,100.0
S10068,23,Female,0.6,3.4,2.0,Yes,68.9,5.5,Good,3,Master,Average,6,Yes,44.5
S17641,17,Other,2.4,4.0,1.1,Yes,97.8,6.2,Good,4,Bachelor,Average,3,No,57.5
S03338,23,Female,2.3,4.5,2.5,No,92.0,7.8,Fair,3,High School,Good,6,No,62.6
S03568,21,Other,3.6,1.8,0.6,No,79.3,6.5,Fair,0,Bachelor,Good,4,Yes,66.6
S12849,21,Other,4.0,1.3,0.0,No,92.2,7.3,Good,2,Master,Poor,6,No,85.8
S08792,24,Female,2.2,3.2,2.9,No,89.9,5.1,Fair,4,Master,Good,2,No,40.1
S03699,17,Female,4.3,3.7,1.9,No,88.3,6.6,Good,2,High School,Good,3,No,66.8
S04873,17,Male,3.0,2.2,3.1,No,87.6,5.3,Good,4,Bachelor,Average,7,No,69.3
S03739,20,Female,1.2,1.7,0.2,No,81.4,7.3,Good,2,Bachelor,Good,4,Yes,51.5
S17236,24,Other,2.4,5.3,1.5,No,97.9,6.6,Good,2,High School,Good,10,No,65.8
S06870,19,Male,5.5,2.3,1.4,Yes,86.4,6.7,Good,6,High School,Good,7,No,100.0
S05249,24,Female,4.4,4.4,1.2,No,83.8,6.4,Fair,3,,Good,8,Yes,67.5
S09233,19,Male,0.9,1.9,1.3,No,76.1,7.0,Good,5,Bachelor,Good,10,Yes,62.8
S05576,18,Female,4.4,3.8,2.1,Yes,100.0,5.6,Fair,3,Bachelor,Poor,8,Yes,82.9
S05259,22,Female,5.0,1.8,1.2,No,82.2,5.9,Good,0,Bachelor,Good,5,No,87.3
S03220,21,Male,2.6,3.1,1.6,No,70.3,4.3,Good,5,High School,Poor,2,No,50.9
S16722,20,Male,3.1,1.9,2.6,No,87.6,5.0,Fair,2,High School,Average,4,Yes,57.7
S16371,22,Male,3.6,3.2,1.5,No,71.6,4.6,Fair,4,High School,Good,6,No,69.0
S05426,23,Female,3.1,2.7,0.4,No,82.4,8.6,Fair,4,Bachelor,Average,9,No,78.1
S18702,23,Male,4.0,1.6,4.0,No,69.0,5.5,Fair,2,Master,Poor,1,No,51.0
S13633,24,Female,3.6,1.3,2.6,Yes,100.0,5.9,Good,3,Master,Good,7,Yes,71.1
S08350,18,Male,4.4,3.1,2.7,No,82.3,4.9,Fair,3,High School,Average,8,Yes,74.4
S04442,20,Female,4.1,2.4,1.9,No,75.7,9.5,Fair,3,Bachelor,Poor,7,No,87.0
S07832,21,Male,2.5,1.5,1.8,Yes,61.4,6.9,Good,1,Master,Good,1,Yes,45.6
S04922,18,Female,4.1,3.5,2.1,No,92.5,7.1,Good,4,Bachelor,Good,7,No,81.4
S15681,19,Male,3.9,1.3,1.5,No,75.4,8.3,Good,3,High School,Good,5,No,81.8
S08070,22,Female,3.8,0.1,0.8,No,98.4,5.0,Fair,3,Bachelor,Good,3,No,86.1
S01258,24,Other,3.2,0.5,2.3,No,69.9,6.6,Fair,4,Bachelor,Good,8,Yes,66.1
S18354,19,Female,3.8,3.5,0.7,No,66.0,7.5,Poor,3,High School,Poor,6,Yes,69.7
S07680,19,Female,2.9,1.4,2.8,No,93.0,6.7,Poor,1,Bachelor,Good,6,No,57.6
S00424,19,Male,5.2,1.9,0.9,No,84.9,7.5,Good,3,High School,Average,1,No,84.3
S13042,18,Male,3.6,2.6,2.3,No,69.5,6.6,Good,1,High School,Average,4,No,61.1
S09250,23,Male,5.2,0.1,3.0,Yes,78.1,8.9,Fair,4,Master,Good,3,Yes,83.0
S05299,23,Female,0.0,3.1,2.9,No,92.2,8.9,Fair,6,Bachelor,Average,4,Yes,39.0
S06359,20,Female,2.6,2.5,1.5,Yes,81.2,7.9,Good,3,High School,Good,4,Yes,58.9
S19585,23,Male,0.6,1.7,2.9,No,74.2,6.6,Fair,4,Master,Good,3,No,27.5
